;FECHA;DESDE;HASTA;LINEA;MOLINETE;ID_ESTACION;ESTACION;PAX_PAGOS;PAX_PASES_PAGOS;PAX_FREQ;TOTAL
221;1/9/2019;15:15:00;15:30:00;D;LineaD_9Julio_N_Turn01;6;9 DE JULIO;12;0;0;12
222;1/9/2019;15:15:00;15:30:00;D;LineaD_9Julio_S_Turn02;6;9 DE JULIO;20;0;1;21
223;1/9/2019;15:15:00;15:30:00;D;LineaD_9Julio_S_Turn03;6;9 DE JULIO;6;0;0;6
224;1/9/2019;15:15:00;15:30:00;D;LineaD_9Julio_N_Turn02;6;9 DE JULIO;9;0;0;9
225;1/9/2019;15:30:00;15:45:00;D;LineaD_9Julio_N_Turn01;6;9 DE JULIO;9;0;0;9
226;1/9/2019;15:30:00;15:45:00;D;LineaD_9Julio_SO_Turn02;6;9 DE JULIO;39;0;2;41
227;1/9/2019;15:30:00;15:45:00;D;LineaD_9Julio_SO_Turn01;6;9 DE JULIO;59;0;2;61
228;1/9/2019;15:30:00;15:45:00;D;LineaD_9Julio_S_Turn01;6;9 DE JULIO;37;0;1;38
229;1/9/2019;15:30:00;15:45:00;D;LineaD_9Julio_N_Turn02;6;9 DE JULIO;7;0;0;7
230;1/9/2019;15:30:00;15:45:00;D;LineaD_9Julio_S_Turn02;6;9 DE JULIO;29;0;0;29
