",""FECHA"",""DESDE"",""HASTA"",""LINEA"",""MOLINETE"",""ID_ESTACION"",""ESTACION"",""PAX_PAGOS"",""PAX_PASES_PAGOS"",""PAX_FREQ"",""TOTAL"""
"371,""2019-09-01"",""21:00:00"",""21:15:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",17,0,1,18"
"372,""2019-09-01"",""21:00:00"",""21:15:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",21,0,0,21"
"373,""2019-09-01"",""21:00:00"",""21:15:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",17,0,0,17"
"374,""2019-09-01"",""21:00:00"",""21:15:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",5,0,0,5"
"375,""2019-09-01"",""21:15:00"",""21:30:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",3,0,0,3"
"376,""2019-09-01"",""21:15:00"",""21:30:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",9,0,0,9"
"377,""2019-09-01"",""21:15:00"",""21:30:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",3,0,0,3"
"378,""2019-09-01"",""21:15:00"",""21:30:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",6,0,0,6"
"379,""2019-09-01"",""21:15:00"",""21:30:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",15,0,0,15"
"380,""2019-09-01"",""21:30:00"",""21:45:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",11,0,1,12"
"381,""2019-09-01"",""21:30:00"",""21:45:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",2,0,0,2"
"382,""2019-09-01"",""21:30:00"",""21:45:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",0,0,1,1"
"383,""2019-09-01"",""21:30:00"",""21:45:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",5,0,0,5"
"384,""2019-09-01"",""21:30:00"",""21:45:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",13,0,2,15"
"385,""2019-09-01"",""21:45:00"",""22:00:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",5,0,0,5"
"386,""2019-09-01"",""21:45:00"",""22:00:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",0,0,0,0"
"387,""2019-09-01"",""21:45:00"",""22:00:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",4,0,0,4"
"388,""2019-09-01"",""21:45:00"",""22:00:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",5,0,0,5"
"389,""2019-09-01"",""22:00:00"",""22:15:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",8,0,0,8"
"390,""2019-09-01"",""22:00:00"",""22:15:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",3,0,0,3"
"391,""2019-09-01"",""22:00:00"",""22:15:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",2,0,0,2"
"392,""2019-09-01"",""22:00:00"",""22:15:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",9,0,0,9"
"393,""2019-09-01"",""22:15:00"",""22:30:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",3,0,2,5"
"394,""2019-09-01"",""22:15:00"",""22:30:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",9,0,0,9"
"395,""2019-09-01"",""22:15:00"",""22:30:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",1,0,0,1"
"396,""2019-09-01"",""22:15:00"",""22:30:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",8,0,0,8"
"397,""2019-09-01"",""22:30:00"",""22:45:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",4,0,0,4"
"398,""2019-09-01"",""22:30:00"",""22:45:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",1,0,0,1"
"399,""2019-09-01"",""22:30:00"",""22:45:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",5,0,0,5"
"400,""2019-09-01"",""22:45:00"",""23:00:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",1,0,0,1"
"401,""2019-09-01"",""22:45:00"",""23:00:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",2,0,0,2"
"402,""2019-09-01"",""22:45:00"",""23:00:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",1,0,0,1"
"403,""2019-09-01"",""22:45:00"",""23:00:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",1,0,0,1"
"404,""2019-09-01"",""22:45:00"",""23:00:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",2,0,0,2"
"405,""2019-09-01"",""23:00:00"",""23:15:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",2,0,0,2"
"406,""2019-09-01"",""23:00:00"",""23:15:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",4,0,0,4"
"407,""2019-09-01"",""23:00:00"",""23:15:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",2,0,0,2"
"408,""2019-09-01"",""23:15:00"",""23:30:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",2,0,0,2"
"409,""2019-09-01"",""23:15:00"",""23:30:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",2,0,0,2"
"410,""2019-09-01"",""23:30:00"",""23:45:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",0,0,0,0"
"411,""2019-09-02"",""05:30:00"",""05:45:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",0,0,0,0"
"412,""2019-09-02"",""05:30:00"",""05:45:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",0,0,0,0"
"413,""2019-09-02"",""06:00:00"",""06:15:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",2,0,0,2"
"414,""2019-09-02"",""06:00:00"",""06:15:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",1,0,0,1"
"415,""2019-09-02"",""06:00:00"",""06:15:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",4,0,0,4"
"416,""2019-09-02"",""06:15:00"",""06:30:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",1,0,0,1"
"417,""2019-09-02"",""06:15:00"",""06:30:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",1,0,0,1"
"418,""2019-09-02"",""06:15:00"",""06:30:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",3,0,0,3"
"419,""2019-09-02"",""06:30:00"",""06:45:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",4,0,0,4"
"420,""2019-09-02"",""06:30:00"",""06:45:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",3,0,0,3"
"421,""2019-09-02"",""06:30:00"",""06:45:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",1,0,0,1"
"422,""2019-09-02"",""06:45:00"",""07:00:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",4,0,0,4"
"423,""2019-09-02"",""06:45:00"",""07:00:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",1,0,0,1"
"424,""2019-09-02"",""06:45:00"",""07:00:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",7,0,0,7"
"425,""2019-09-02"",""07:00:00"",""07:15:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",7,0,0,7"
"426,""2019-09-02"",""07:00:00"",""07:15:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",5,0,0,5"
"427,""2019-09-02"",""07:15:00"",""07:30:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",6,0,0,6"
"428,""2019-09-02"",""07:15:00"",""07:30:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",1,0,0,1"
"429,""2019-09-02"",""07:15:00"",""07:30:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",6,0,0,6"
"430,""2019-09-02"",""07:30:00"",""07:45:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",1,0,0,1"
"431,""2019-09-02"",""07:30:00"",""07:45:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",6,0,0,6"
"432,""2019-09-02"",""07:30:00"",""07:45:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",3,0,0,3"
"433,""2019-09-02"",""07:30:00"",""07:45:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",8,0,0,8"
"434,""2019-09-02"",""07:45:00"",""08:00:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",8,0,0,8"
"435,""2019-09-02"",""07:45:00"",""08:00:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",1,0,0,1"
"436,""2019-09-02"",""07:45:00"",""08:00:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",3,0,0,3"
"437,""2019-09-02"",""07:45:00"",""08:00:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",1,0,0,1"
"438,""2019-09-02"",""07:45:00"",""08:00:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",2,0,0,2"
"439,""2019-09-02"",""08:00:00"",""08:15:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",7,0,0,7"
"440,""2019-09-02"",""08:00:00"",""08:15:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",2,0,0,2"
"441,""2019-09-02"",""08:00:00"",""08:15:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",9,0,0,9"
"442,""2019-09-02"",""08:15:00"",""08:30:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",7,0,0,7"
"443,""2019-09-02"",""08:15:00"",""08:30:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",1,0,0,1"
"444,""2019-09-02"",""08:15:00"",""08:30:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",11,0,0,11"
"445,""2019-09-02"",""08:30:00"",""08:45:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",15,0,0,15"
"446,""2019-09-02"",""08:30:00"",""08:45:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",2,0,0,2"
"447,""2019-09-02"",""08:30:00"",""08:45:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",13,0,0,13"
"448,""2019-09-02"",""08:30:00"",""08:45:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",4,0,0,4"
"449,""2019-09-02"",""08:45:00"",""09:00:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",4,0,0,4"
"450,""2019-09-02"",""08:45:00"",""09:00:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",1,0,0,1"
"451,""2019-09-02"",""08:45:00"",""09:00:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",7,0,0,7"
"452,""2019-09-02"",""08:45:00"",""09:00:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",1,0,0,1"
"453,""2019-09-02"",""09:00:00"",""09:15:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",2,0,0,2"
"454,""2019-09-02"",""09:00:00"",""09:15:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",12,0,0,12"
"455,""2019-09-02"",""09:00:00"",""09:15:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",1,0,0,1"
"456,""2019-09-02"",""09:15:00"",""09:30:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",12,0,0,12"
"457,""2019-09-02"",""09:15:00"",""09:30:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",1,0,0,1"
"458,""2019-09-02"",""09:15:00"",""09:30:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",1,0,0,1"
"459,""2019-09-02"",""09:15:00"",""09:30:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",6,0,0,6"
"460,""2019-09-02"",""09:30:00"",""09:45:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",13,0,1,14"
"461,""2019-09-02"",""09:30:00"",""09:45:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",0,0,0,0"
"462,""2019-09-02"",""09:30:00"",""09:45:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",0,0,0,0"
"463,""2019-09-02"",""09:30:00"",""09:45:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",12,0,0,12"
"464,""2019-09-02"",""09:30:00"",""09:45:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",1,0,0,1"
"465,""2019-09-02"",""09:45:00"",""10:00:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",10,0,0,10"
"466,""2019-09-02"",""09:45:00"",""10:00:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",8,0,0,8"
"467,""2019-09-02"",""09:45:00"",""10:00:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",0,0,1,1"
"468,""2019-09-02"",""09:45:00"",""10:00:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",5,0,0,5"
"469,""2019-09-02"",""10:00:00"",""10:15:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",3,0,0,3"
"470,""2019-09-02"",""10:00:00"",""10:15:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",4,0,0,4"
"471,""2019-09-02"",""10:00:00"",""10:15:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",3,0,0,3"
"472,""2019-09-02"",""10:00:00"",""10:15:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",1,0,0,1"
"473,""2019-09-02"",""10:00:00"",""10:15:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",6,0,0,6"
"474,""2019-09-02"",""10:15:00"",""10:30:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",1,0,0,1"
"475,""2019-09-02"",""10:15:00"",""10:30:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",2,0,0,2"
"476,""2019-09-02"",""10:15:00"",""10:30:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",2,0,0,2"
"477,""2019-09-02"",""10:15:00"",""10:30:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",11,0,0,11"
"478,""2019-09-02"",""10:15:00"",""10:30:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",2,0,0,2"
"479,""2019-09-02"",""10:30:00"",""10:45:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",13,0,0,13"
"480,""2019-09-02"",""10:30:00"",""10:45:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",2,0,0,2"
"481,""2019-09-02"",""10:30:00"",""10:45:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",2,0,0,2"
"482,""2019-09-02"",""10:30:00"",""10:45:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",3,0,0,3"
"483,""2019-09-02"",""10:30:00"",""10:45:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",8,0,0,8"
"484,""2019-09-02"",""10:45:00"",""11:00:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",2,0,0,2"
"485,""2019-09-02"",""10:45:00"",""11:00:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",13,0,1,14"
"486,""2019-09-02"",""10:45:00"",""11:00:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",4,0,0,4"
"487,""2019-09-02"",""10:45:00"",""11:00:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",8,0,1,9"
"488,""2019-09-02"",""10:45:00"",""11:00:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",0,0,0,0"
"489,""2019-09-02"",""11:00:00"",""11:15:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",1,0,0,1"
"490,""2019-09-02"",""11:00:00"",""11:15:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",9,0,0,9"
"491,""2019-09-02"",""11:00:00"",""11:15:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",3,0,0,3"
"492,""2019-09-02"",""11:00:00"",""11:15:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",2,0,0,2"
"493,""2019-09-02"",""11:15:00"",""11:30:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",4,0,0,4"
"494,""2019-09-02"",""11:15:00"",""11:30:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",3,0,0,3"
"495,""2019-09-02"",""11:15:00"",""11:30:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",14,0,0,14"
"496,""2019-09-02"",""11:15:00"",""11:30:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",14,0,0,14"
"497,""2019-09-02"",""11:30:00"",""11:45:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",6,0,0,6"
"498,""2019-09-02"",""11:30:00"",""11:45:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",9,0,1,10"
"499,""2019-09-02"",""11:30:00"",""11:45:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",1,0,0,1"
"500,""2019-09-02"",""11:30:00"",""11:45:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",9,0,0,9"
"501,""2019-09-02"",""11:45:00"",""12:00:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",28,0,0,28"
"502,""2019-09-02"",""11:45:00"",""12:00:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",5,0,0,5"
"503,""2019-09-02"",""11:45:00"",""12:00:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",1,0,0,1"
"504,""2019-09-02"",""11:45:00"",""12:00:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",1,0,2,3"
"505,""2019-09-02"",""11:45:00"",""12:00:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",16,0,1,17"
"506,""2019-09-02"",""12:00:00"",""12:15:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",5,0,0,5"
"507,""2019-09-02"",""12:00:00"",""12:15:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",2,0,0,2"
"508,""2019-09-02"",""12:00:00"",""12:15:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",1,0,1,2"
"509,""2019-09-02"",""12:00:00"",""12:15:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",7,0,0,7"
"510,""2019-09-02"",""12:00:00"",""12:15:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",2,0,1,3"
"511,""2019-09-02"",""12:15:00"",""12:30:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",3,0,0,3"
"512,""2019-09-02"",""12:15:00"",""12:30:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",10,0,0,10"
"513,""2019-09-02"",""12:15:00"",""12:30:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",3,0,0,3"
"514,""2019-09-02"",""12:15:00"",""12:30:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",1,0,0,1"
"515,""2019-09-02"",""12:15:00"",""12:30:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",14,0,1,15"
"516,""2019-09-02"",""12:30:00"",""12:45:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",6,0,0,6"
"517,""2019-09-02"",""12:30:00"",""12:45:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",4,0,0,4"
"518,""2019-09-02"",""12:30:00"",""12:45:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",3,0,0,3"
"519,""2019-09-02"",""12:30:00"",""12:45:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",2,0,0,2"
"520,""2019-09-02"",""12:30:00"",""12:45:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",13,0,0,13"
"521,""2019-09-02"",""12:45:00"",""13:00:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",11,0,0,11"
"522,""2019-09-02"",""12:45:00"",""13:00:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",1,0,0,1"
"523,""2019-09-02"",""12:45:00"",""13:00:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",14,0,1,15"
"524,""2019-09-02"",""12:45:00"",""13:00:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",5,0,0,5"
"525,""2019-09-02"",""13:00:00"",""13:15:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",7,0,0,7"
"526,""2019-09-02"",""13:00:00"",""13:15:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",1,0,0,1"
"527,""2019-09-02"",""13:00:00"",""13:15:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",4,0,0,4"
"528,""2019-09-02"",""13:00:00"",""13:15:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",3,0,0,3"
"529,""2019-09-02"",""13:00:00"",""13:15:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",13,0,0,13"
"530,""2019-09-02"",""13:15:00"",""13:30:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",15,0,1,16"
"531,""2019-09-02"",""13:15:00"",""13:30:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",4,0,0,4"
"532,""2019-09-02"",""13:15:00"",""13:30:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",10,0,1,11"
"533,""2019-09-02"",""13:15:00"",""13:30:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",5,0,0,5"
"534,""2019-09-02"",""13:15:00"",""13:30:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",8,0,0,8"
"535,""2019-09-02"",""13:30:00"",""13:45:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",8,0,0,8"
"536,""2019-09-02"",""13:30:00"",""13:45:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",3,0,0,3"
"537,""2019-09-02"",""13:30:00"",""13:45:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",2,0,0,2"
"538,""2019-09-02"",""13:30:00"",""13:45:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",4,0,0,4"
"539,""2019-09-02"",""13:30:00"",""13:45:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",12,0,0,12"
"540,""2019-09-02"",""13:45:00"",""14:00:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",7,0,0,7"
"541,""2019-09-02"",""13:45:00"",""14:00:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",12,0,0,12"
"542,""2019-09-02"",""13:45:00"",""14:00:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",1,0,0,1"
"543,""2019-09-02"",""13:45:00"",""14:00:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",17,0,1,18"
"544,""2019-09-02"",""13:45:00"",""14:00:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",3,0,0,3"
"545,""2019-09-02"",""14:00:00"",""14:15:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",5,0,0,5"
"546,""2019-09-02"",""14:00:00"",""14:15:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",16,0,0,16"
"547,""2019-09-02"",""14:00:00"",""14:15:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",2,0,1,3"
"548,""2019-09-02"",""14:00:00"",""14:15:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",15,0,0,15"
"549,""2019-09-02"",""14:00:00"",""14:15:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",5,0,0,5"
"550,""2019-09-02"",""14:15:00"",""14:30:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",18,0,0,18"
"551,""2019-09-02"",""14:15:00"",""14:30:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",8,0,0,8"
"552,""2019-09-02"",""14:15:00"",""14:30:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",11,0,0,11"
"553,""2019-09-02"",""14:15:00"",""14:30:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",3,0,0,3"
"554,""2019-09-02"",""14:30:00"",""14:45:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",4,0,0,4"
"555,""2019-09-02"",""14:30:00"",""14:45:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",12,0,0,12"
"556,""2019-09-02"",""14:30:00"",""14:45:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",4,0,0,4"
"557,""2019-09-02"",""14:30:00"",""14:45:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",1,0,0,1"
"558,""2019-09-02"",""14:30:00"",""14:45:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",12,0,0,12"
"559,""2019-09-02"",""14:45:00"",""15:00:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",11,0,0,11"
"560,""2019-09-02"",""14:45:00"",""15:00:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",1,0,0,1"
